CASE_NUMBER,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,PRIMARY/SUB,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,PRIMARY_CROP,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,OVERTIME_PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDU,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQ,NUM_MONTHS_TRAINING,NAME_REQD_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,ORGANIZATION_FLAG,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
H-300-16236-928543,2016-10-07,H-2A,2016-08-23,DETERMINATION ISSUED - CERTIFICATION,2016-11-01,2017-10-30,PRI,Hugh Childress,"4200 CR 411, Ozona, TX 76943","P.O. Box 943, Ozona, TX 76943",Ozona,TX,76943,UNITED STATES OF AMERICA,N/A,432-836-4402,,Mountain Plains Ag Service,Lisa Meyer,Casper,WY,Goat/Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,3,3,Y,Seasonal,60,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,N/A,N/A,N,,N,,,Y,6,Ozona,TX,76943,Y,Association - Filing as Agent (H-2A Only),TX State workforce,TX3427034,2016-09-08,2017-05-01
H-300-16237-530914,2016-10-06,H-2A,2016-08-24,DETERMINATION ISSUED - CERTIFICATION,2016-11-01,2017-09-01,PRI,Trivett's Nursery,817 South Chancery St,,McMinnville,TN,37110,UNITED STATES OF AMERICA,,931-473-3230,,"YOUNGBLOOD & ASSOCIATES, PLLC",JAMILA MARGA,MCMINNVILLE,TN,"Farmworkers and Laborers, Crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",General Farm Workers,,8,8,Y,Seasonal,50,07:00 AM,03:30 PM,$10.85,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,McMinnville,TN,37110,N,Individual Employer,TN Career Center McMinnville,TN484556,2016-08-24,2017-04-02
H-300-16237-675944,2016-10-04,H-2A,2016-08-24,DETERMINATION ISSUED - CERTIFICATION,2016-11-01,2017-05-30,PRI,D & T CRAWFISH,3140 Memorial Dr.,P.O. Box 748 - MAIL,Abbeville,LA,70511,UNITED STATES OF AMERICA,,337-836-5436,,"SHELLY BIEBER, LLC",SHELLY BIEBER,MAMOU,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Crawfish,,14,14,Y,Seasonal,35,08:00 AM,03:00 PM,$10.69,Hour,,,Hour,N,,None,,,N,,N,,,N,,Gueydan,LA,70542,Y,Individual Employer,Louisiana Workforce Commission,640173,2016-08-22,2017-02-14
H-300-16238-860946,2016-10-03,H-2A,2016-08-25,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2016-10-31,2017-04-08,PRI,"The Growers Company, Inc.",P.O. Box 3170,15834 S. Avenue G,Somerton,AZ,85350,UNITED STATES OF AMERICA,N/A,928-627-8080,,Western Growers,Jason Resnick,Irvine,CA,General Farmworkers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Lettuce,,420,419,Y,Seasonal,36,07:00 AM,01:30 PM,$11.20,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,1,Yuma,AZ,85365,Y,Association - Filing as Agent (H-2A Only),Arizona Department of Economic Security,2385249,2016-08-24,2017-01-18
H-300-16239-548043,2016-10-04,H-2A,2016-08-26,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-11-01,2017-03-20,PRI,Selman Farms LLC,571 E 156th Street N,,Skiatook,OK,74070,UNITED STATES OF AMERICA,,918-521-9806,,Seasonal Hands LLC,Mayra Ballard,Mayfield,KY,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Pecans,,7,7,Y,Seasonal,35,07:00 AM,03:00 PM,$11.15,Hour,,,Hour,N,,None,,,N,,N,,,N,,Skiatook,OK,74070,Y,Individual Employer,Oklahoma Employment Security Commission - Tulsa  OK,OK1209243,2016-08-23,2017-01-09
H-300-16242-060666,2016-10-03,H-2A,2016-08-29,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-11-01,2017-03-01,PRI,B&W Cattle Co LLC,2826 Hwy 446,,Boyle,MS,38730,UNITED STATES OF AMERICA,,662-843-8450,,COC PLACEMENT SERVICE LLC,GAROLD DUNGY,GOWER,MO,Farmworker Livestock,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Construction Livestock Buildings,,3,3,Y,Seasonal,48,08:00 AM,04:00 PM,$10.69,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Boyle,MS,38730,N,Individual Employer,"Cleveland WIN Job Center  119 Commerce Ave Cleveland, MS 38732  662-843-270",183196,2016-08-29,2016-10-31
H-300-16242-098968,2016-10-04,H-2A,2016-08-29,DETERMINATION ISSUED - CERTIFICATION,2016-11-01,2017-10-30,PRI,"HOTCHKISS RANCHES, INC.","619 Shepherds Lane, Hotchkiss CO 81419","PO Box 479, Hotchkiss CO 81419",Hotchkiss,CO,81419,UNITED STATES OF AMERICA,,(970) 234-4852,,MPAS,SANDRA STUNTEBECK,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,9,9,Y,Seasonal,60,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,N/A,N/A,N,,N,,,Y,6,Hotchkiss,CO,81419,Y,Association - Filing as Agent (H-2A Only),CO State Workforce,CO6667757,2016-09-01,2017-05-01
H-300-16242-222024,2016-10-04,H-2A,2016-08-29,DETERMINATION ISSUED - CERTIFICATION,2016-11-01,2017-10-30,PRI,Okelberry Livestock Ranch,"55 East Main St, Goshen UT 84633","PO Box 415, Goshen UT 84633",Goshen,UT,84633,UNITED STATES OF AMERICA,,801-368-1951,,MPAS,SANDRA STUNTEBECK,Casper,WY,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,9,9,Y,Seasonal,60,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,N/A,N/A,N,,N,,,Y,6,"Goshen,",UT,84633,Y,Association - Filing as Agent (H-2A Only),UTState Workforce,1113389,2016-08-30,2017-05-02
H-300-16242-358290,2016-10-04,H-2A,2016-08-31,DETERMINATION ISSUED - CERTIFICATION,2016-11-01,2017-09-01,PRI,Pope Brothers Dairy LLC,47522 Hwy 436,26045 Buford Creel Road Franklinton LA 70438 (Mailing),Franklinton,LA,70438,UNITED STATES OF AMERICA,,985-273-7355,,CAJUN VISA COMPANY INC,KRISTIE WHEAT,LIVINGSTON,LA,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Cattle,,2,2,Y,Seasonal,35,07:00 AM,01:00 PM,$10.69,Hour,,,Hour,N,,None,,,N,,N,,,N,,Franklinton,LA,70438,N,Individual Employer,Washington Career Solutions Center,641343,2016-08-29,2017-04-02
H-300-16242-481919,2016-10-13,H-2A,2016-09-16,DETERMINATION ISSUED - CERTIFICATION,2016-11-01,2017-04-15,PRI,"Fresh Harvest, Inc.","Corporate Office: 101 E. Main Street, Heber, CA 92249",AZ Address: 17815 South Highway 95,Somerton,AZ,85352,UNITED STATES OF AMERICA,,760-352-5212,,"MALITZLAW, INC.",JEANNE MALITZ,SAN DIEGO,CA,Vegetable Harvest Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Romaine Lettuce,,724,724,Y,Seasonal,35,06:00 AM,01:30 PM,$11.20,Hour,0,0,Hour,N,,None,,,N,,N,,,Y,1,Yuma,AZ,85365,Y,H-2A Labor Contractor or Job Contractor,Arizona DES,2400480,2016-09-08,2017-01-22
H-300-16242-727385,2016-10-05,H-2A,2016-08-29,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,SUB,THE BAIR COMPANY,41 FINDON LANE,,MARTINSDALE,MT,59053,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,MARTINSDALE,MT,59053,Y,,MT,10231849,2016-08-30,2017-05-09
H-300-16242-727385,2016-10-05,H-2A,2016-08-29,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,PRI,WESTERN RANGE ASSOCIATION,161 FIFTH AVENUE SOUTH,SUITE 100,TWIN FALLS,ID,83301,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,MARTINSDALE,MT,59053,Y,Association - Joint Employer (H-2A Only),MT,10231849,2016-08-30,2017-05-09
H-300-16242-798083,2016-10-05,H-2A,2016-08-29,DETERMINATION ISSUED - CERTIFICATION,2016-11-01,2017-05-31,PRI,Plains Cotton Cooperative Association,P.O. Box 918,"303 E. CR 142 Sweetwater, TX  79556",Altus,OK,73522,UNITED STATES OF AMERICA,,580-481-9467,,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2091,Agricultural Equipment Operators,Cotton,,12,12,Y,Seasonal,48,08:00 AM,06:00 PM,$11.15,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,Sweetwater,TX,79556,N,Individual Employer,Texas Workforce Agency,TX3424135,2016-08-26,2017-02-14
H-300-16243-013774,2016-10-04,H-2A,2016-09-02,DETERMINATION ISSUED - DENIED,2016-11-15,2017-05-31,PRI,STEIN SEED CO. LLC,508 S. MAIN ST.,NA,MCVILLE,ND,58254,UNITED STATES OF AMERICA,NA,701-322-4350,,Global Workforce,Maija Herman,Fergus Falls,MN,Crop Farming,45-2091,Agricultural Equipment Operators,Grains,,2,0,Y,Seasonal,48,08:00 AM,05:00 PM,$13.80,Hour,,,Hour,N,,None,NA,NA,N,,N,,,Y,6,McVille,ND,58254,N,Individual Employer,,,,
H-300-16243-108487,2016-11-04,H-2A,2016-08-30,DETERMINATION ISSUED - WITHDRAWN,2016-10-14,2016-11-14,PRI,J.M. FARMING,12025  HADLEY  ST.,,WHITTIER,CA,90601,UNITED STATES OF AMERICA,,818-519-7838,,,,,,Field Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",General Farm Workers,4239,16,0,Y,Seasonal,35,07:00 AM,02:30 PM,$11.89,Hour,,,Hour,N,,None,,,N,,N,,,N,,South El Monte,CA,91733,N,Individual Employer,California,15031284,2016-09-28,2016-10-22
H-300-16243-392462,2016-10-05,H-2A,2016-08-30,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-10-14,2017-02-01,PRI,s a s farms inc,4020 hwy 1066,,bloomfield,KY,40008,UNITED STATES OF AMERICA,,502-673-3433,,FARMERS AID AMERICA,CAROL SCHICK,ANTHONY,FL,farm workers and crops,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Tobacco,,2,2,Y,Seasonal,40,07:30 AM,04:30 PM,$10.85,Hour,,,Hour,N,,None,none,none,N,,N,,,N,,bloomfield,KY,40008,Y,Individual Employer,Kentucky office of employment and training,642991651,2016-08-29,2016-12-07
H-300-16244-082359,2016-10-06,H-2A,2016-08-31,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-11-01,2017-02-28,PRI,"Robben Cattle Company, LLC","8057 Runge Road, Dixon CA 95620","8057 Runge Road, Dixon CA 95620",Dixon,CA,95620,UNITED STATES OF AMERICA,,707-678-9430,,MPAS,SANDRA STUNTEBECK,Casper,WY,Winter Range Calver,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,60,12:00 AM,12:00 PM,"$1,777.98",Month,,,Month,N,0,None,N/A,N/A,N,,N,,,Y,6,Dixon,CA,95620,Y,Association - Filing as Agent (H-2A Only),CA State Workforce,14994554,2016-08-31,2016-12-30
H-300-16244-371194,2016-10-04,H-2A,2016-09-13,DETERMINATION ISSUED - CERTIFICATION,2016-11-09,2017-06-18,PRI,Travis Richard DBA Crawfish Shed LLC,3950 Lormand Road,N/A,Maurice,LA,70555,UNITED STATES OF AMERICA,N/A,337-536-6140,,"ASHLEY FORET DEES, LLC",ASHLEY DEES,LAKE CHARLES,LA,Farm worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Rice,,5,5,Y,Seasonal,40,06:00 AM,02:00 PM,$10.69,Hour,10.69,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,Gueydan,LA,70542,N,Individual Employer,Louisiana Workforce Commission,641548,2016-08-30,2017-02-27
H-300-16245-039447,2016-12-08,H-2A,2016-09-01,DETERMINATION ISSUED - PARTIAL CERTIFICATION,2016-11-01,2017-04-30,PRI,McCabe Joint Venture,663 Bergh Rd,,Redstone,MT,59257,UNITED STATES OF AMERICA,N/A,406-765-7362,,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,General Ranch Hand,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Livestock,,6,4,Y,Seasonal,48,08:00 AM,05:00 PM,$11.75,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,Redstone,MT,59257,N,Individual Employer,Montana Dept. of Labor and Industry,10231873,2016-08-31,2017-01-28
H-300-16245-177489,2016-10-04,H-2A,2016-09-01,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-10-18,2016-12-22,PRI,"AG INSTALLERS, INC.",26410 Yellowbird Ln,,Bouse,AZ,85325,UNITED STATES OF AMERICA,,281-330-1541,,H2 LABOR ASSISTANCE,DANIELLE CLARK,FARMERSVILLE,TX,Farm Laborer,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Livestock,,24,24,Y,Seasonal,40,07:00 AM,04:00 PM,$11.20,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,1,Bouse,AZ,85325,N,H-2A Labor Contractor or Job Contractor,Arizona Workforce Connection,2389524,2016-08-29,2016-11-19
H-300-16245-647086,2016-10-18,H-2A,2016-09-07,DETERMINATION ISSUED - CERTIFICATION,2016-11-17,2017-11-16,PRI,"High Country Lamb, LLC",(Main Ranch) 501 N. Lincoln,,Oak Creek,CO,80467,UNITED STATES OF AMERICA,,970-736-2563,,ACTION VISA ASSISTANCE,LORI WHITTEN,WYLIE,TX,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,6,6,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,,,N,,N,,,Y,3,Oak Creek,CO,80467,Y,Individual Employer,Colorado Department of Labor,CO6672005,2016-09-18,2017-05-17
H-300-16246-062589,2016-10-07,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,PRI,WESTERN RANGE ASSOCIATION,161 FIFTH AVENUE SOUTH,SUITE 100,TWIN FALLS,ID,83301,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,SMITH,NV,89430,Y,Association - Joint Employer (H-2A Only),"Dept. of Empl., Training. & Rehab",NV0398926,2016-09-12,2016-05-10
H-300-16246-062589,2016-10-07,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,SUB,F.I.M. CORPORATION,25 SARONI ROAD,,SMITH,NV,89430,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,SMITH,NV,89430,Y,,"Dept. of Empl., Training. & Rehab",NV0398926,2016-09-12,2016-05-10
H-300-16246-168168,2016-10-26,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,PRI,WESTERN RANGE ASSOCIATION,161 FIFTH AVENUE SOUTH,SUITE 100,TWIN FALLS,ID,83301,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,HAMER,ID,83425,Y,Association - Joint Employer (H-2A Only),Idaho Department of Labor,827455,2016-09-08,2017-05-10
H-300-16246-168168,2016-10-26,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,SUB,BALL BROTHERS SHEEP COMPANY,2583 EAST 2100 NORTH,,HAMER,ID,83425,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,HAMER,ID,83425,Y,,Idaho Department of Labor,827455,2016-09-08,2017-05-10
H-300-16246-334384,2016-10-11,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,PRI,WESTERN RANGE ASSOCIATION,161 FIFTH AVENUE SOUTH,SUITE 100,TWIN FALLS,ID,83301,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,777.98",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,WASCO,CA,93280,Y,Association - Joint Employer (H-2A Only),California State Workforce Agency,15004707,2016-09-09,2017-05-10
H-300-16246-334384,2016-10-11,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,SUB,ETCHAMENDY SHEEP COMPANY INC,24394 HIGHWAY 46,,WASCO,CA,93280,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,777.98",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,WASCO,CA,93280,Y,,California State Workforce Agency,15004707,2016-09-09,2017-05-10
H-300-16246-390091,2016-10-06,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,PRI,WESTERN RANGE ASSOCIATION,161 FIFTH AVENUE SOUTH,SUITE 100,TWIN FALLS,ID,83301,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,TROUT CREEK,UT,84083,Y,Association - Joint Employer (H-2A Only),UT SWA,1113687,2016-08-30,2017-05-11
H-300-16246-390091,2016-10-06,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,SUB,DIAMOND W LAND & LIVESTOCK INC,943 THOUSAND PEAKS ROAD,,TROUT CREEK,UT,84083,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,TROUT CREEK,UT,84083,Y,,UT SWA,1113687,2016-08-30,2017-05-11
H-300-16246-555167,2016-10-13,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-10-17,2017-05-25,PRI,Pedro Cruz Harvesting Inc,4837 Desson Rd.,,Lakeland,FL,33810,UNITED STATES OF AMERICA,,863-510-1487,,H2 Express,Steven McKay,Hudson,NY,Citrus Hand Harvester,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Oranges,,48,48,Y,Seasonal,40,08:00 AM,04:00 PM,$10.70,Hour,,,Hour,N,,None,,,N,,N,,,Y,1,Lakeland,FL,33523,Y,H-2A Labor Contractor or Job Contractor,Florida DEO,pending,2016-09-02,2017-02-07
H-300-16246-701906,2016-10-11,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,SUB,CANYON CATTLE COMPANY,138 BRUST COUNTY ROAD,,WHITE BIRD,ID,83544,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,WHITE BIRD,ID,83544,Y,,Idaho State Workforce Agency,828131,2016-09-09,2017-05-10
H-300-16246-701906,2016-10-11,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,PRI,WESTERN RANGE ASSOCIATION,161 FIFTH AVENUE SOUTH,SUITE 100,TWIN FALLS,ID,83301,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,WHITE BIRD,ID,83544,Y,Association - Joint Employer (H-2A Only),Idaho State Workforce Agency,828131,2016-09-09,2017-05-10
H-300-16246-794988,2016-10-05,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,PRI,WESTERN RANGE ASSOCIATION,161 FIFTH AVENUE SOUTH,SUITE 100,TWIN FALLS,ID,83301,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,646.66",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,PILOT ROCK,OR,97868,Y,Association - Joint Employer (H-2A Only),Oregon,1669974,2016-09-01,2017-05-10
H-300-16246-794988,2016-10-05,H-2A,2016-09-02,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,SUB,CUNNINGHAM SHEEP COMPANY,65856 YELLOW JACKET ROAD,,PILOT ROCK,OR,97868,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,2,2,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,646.66",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,PILOT ROCK,OR,97868,Y,,Oregon,1669974,2016-09-01,2017-05-10
H-300-16246-843408,2016-10-18,H-2A,2016-09-22,DETERMINATION ISSUED - CERTIFICATION,2016-11-15,2017-04-05,PRI,Walton Swathing LLC,6501 E Rd 10,n/a,Johnson,KS,67855,UNITED STATES OF AMERICA,n/a,620-492-3512,,GOLDEN OPPORTUNITIES INT. LLC,HELEEN VAN TONDER,MC GREGOR,IA,General Ranch Hand,45-2091,Agricultural Equipment Operators,Hay and Straw,,1,1,Y,Seasonal,40,08:00 AM,05:00 PM,$13.80,Hour,,,Hour,N,,High School/GED,,,N,,N,,,Y,3,Johnson,KS,67855,N,Individual Employer,Kansas Department of Commerce,KS10181456,2016-09-22,2017-01-25
H-300-16248-862165,2016-10-07,H-2A,2016-09-04,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2016-11-01,2016-12-20,PRI,BG WILLIAMS FARMS LLC,4253 Cedar Crossing Rd,,Uvalda,GA,30478,UNITED STATES OF AMERICA,,912-594-1838,,ANDREW JACKSON LAW,ANDREW JACKSON,CLINTON,NC,Vegetable Field Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Broccoli,,68,68,Y,Seasonal,35,07:00 AM,03:00 PM,$10.59,Hour,,,Hour,N,,None,,,N,,N,,,Y,3,Uvalda,GA,30473,N,Individual Employer,GADOL,GA672608250,2016-09-01,2016-11-26
H-300-16250-047057,2016-10-17,H-2A,2016-09-17,DETERMINATION ISSUED - CERTIFICATION,2016-11-15,2017-09-15,PRI,"CY FARMS, LLC",7365 HIGHWAY 90,N/A,ROANOKE,LA,70581,UNITED STATES OF AMERICA,N/A,337-794-2790,,STACI REEVES THIBODEAUX,STACI THIBODEAUX,JENNINGS,LA,"FARMWORKERS & LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Crawfish,,8,8,Y,Seasonal,40,07:00 AM,04:00 PM,$10.69,Hour,,,Hour,N,,None,N/A,N/A,N,,N,,,Y,3,JENNINGS,LA,70546,Y,Individual Employer,LOUISIANA WORKFORCE COMMISSION,644032,2016-09-12,2017-04-16
H-300-16250-221309,2016-10-19,H-2A,2016-09-06,DETERMINATION ISSUED - CERTIFICATION,2016-11-05,2017-05-15,PRI,"SEBRING CITRUS, INC.",4533 STURGEON DR.,,SEBRING,FL,33870,UNITED STATES OF AMERICA,,863-381-0814,,,,,,CITRUS HARVESTING,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",Oranges,,24,24,Y,Seasonal,36,07:00 AM,01:00 PM,$10.70,Hour,,,Hour,N,,None,,,N,,N,,,N,,Lake Placid,FL,33852,Y,H-2A Labor Contractor or Job Contractor,"FLORIDA DEPARTMENT OF ECONOMIC OPPORTUNITY, ALIEN CERTIFICAITON UNIT: H-2A",FL10306281,2016-09-13,2017-01-29
H-300-16250-255141,2016-10-04,H-2A,2016-09-06,DETERMINATION ISSUED - CERTIFICATION,2016-11-10,2017-11-08,PRI,WESTERN RANGE ASSOCIATION,161 FIFTH AVENUE SOUTH,SUITE 100,TWIN FALLS,ID,83301,UNITED STATES OF AMERICA,,208-595-2226,115,,,,,Sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Sheep,,1,1,Y,Seasonal,40,12:00 AM,12:00 PM,"$1,206.31",Month,,,Month,N,,None,n/a,n/a,N,,N,,,Y,3,MONTROSE,CO,81401,Y,Association - Joint Employer (H-2A Only),COLORADO DEPARTMENT OF LABOR AND EMPLOYMENT,CO6674266,2016-09-12,2017-05-11
